1,25245
0.000000,.005131
0.000078,.007161
0.000708,.008620
0.001342,.009815
0.001968,.010786
0.002609,.011576
0.003227,.012378
0.003857,.012926
0.004491,.013038
0.005125,.013141
0.005767,.013253
0.006385,.013465
0.007015,.013730
0.007645,.013665
0.008271,.013536
0.008912,.013692
0.009538,.013609
0.010172,.013587
0.010798,.013681
0.011416,.013606
0.012054,.013530
0.012684,.013638
0.013322,.013573
0.013952,.013462
0.014574,.013641
0.015204,.013584
0.015830,.013519
0.016464,.013659
0.017101,.013611
0.017727,.013547
0.018357,.013676
0.018971,.013536
0.019609,.013462
0.020247,.013651
0.020881,.013506
0.021519,.013463
0.022137,.013659
0.022767,.013542
0.023401,.013472
0.024031,.013628
0.024676,.013457
0.025294,.013472
0.025920,.013622
0.026546,.013585
0.027176,.013580
0.027818,.013621
0.028444,.013425
0.029074,.013456
0.029700,.013654
0.030326,.013662
0.030968,.013670
0.031597,.013670
0.032231,.013553
0.032857,.013608
0.033475,.013788
0.034113,.013742
0.034739,.013698
0.035377,.013700
0.036011,.013462
0.036629,.013486
0.037259,.013573
0.037881,.013431
0.038515,.013474
0.039153,.013500
0.039782,.013051
0.040416,.013383
0.041038,.013546
0.041586,.013544
0.042144,.013525
0.042223,.013532
0.042771,.013576
0.042849,.013581
0.043407,.013616
0.043487,.013566
0.044031,.013218
0.044109,.013270
0.044654,.013633
0.044731,.013711
0.045361,.013543
0.045987,.013581
0.046629,.013493
0.047255,.013043
0.047885,.013603
0.048511,.013438
0.049133,.013106
0.049763,.013507
0.050393,.013437
0.051031,.013067
0.051668,.013546
0.052294,.013418
0.052928,.013264
0.053550,.013494
0.054184,.013313
0.054818,.012929
0.055444,.013478
0.056078,.013287
0.056704,.012879
0.057334,.013509
0.057968,.013321
0.058590,.012971
0.059227,.013473
0.059849,.013296
0.060479,.012933
0.061113,.013497
0.061739,.013483
0.062381,.013483
0.063003,.013496
0.063637,.013193
0.064267,.013041
0.064893,.013504
0.065531,.013430
0.066156,.013321
0.066790,.013491
0.067424,.013225
0.068046,.013243
0.068684,.013523
0.069310,.013414
0.069940,.013441
0.070574,.013523
0.071196,.013114
0.071834,.013170
0.072456,.013502
0.073086,.013303
0.073716,.013457
0.074342,.013497
0.074979,.013072
0.075601,.013209
0.076235,.013487
0.076869,.013229
0.077499,.013296
0.078133,.013494
0.078755,.012990
0.079381,.013298
0.080015,.013508
0.080645,.013213
0.081282,.013438
0.081908,.013493
0.082534,.012933
0.083168,.013319
0.083794,.013482
0.084428,.012841
0.085054,.013348
0.085605,.013367
0.086160,.013497
0.086239,.013445
0.086783,.013083
0.086861,.013125
0.087416,.013421
0.087495,.013426
0.088043,.013465
0.088121,.013386
0.088676,.012831
0.088755,.013409
0.089389,.013476
0.090011,.013137
0.090641,.013460
0.091267,.013478
0.091901,.012848
0.092538,.013432
0.093164,.013449
0.093798,.013260
0.094424,.013484
0.095050,.013439
0.095684,.012931
0.096306,.013467
0.096948,.013514
0.097574,.013287
0.098204,.013492
0.098838,.013398
0.099456,.012862
0.100086,.013496
0.100719,.013479
0.101349,.013434
0.101983,.013532
0.102605,.013399
0.103235,.012938
0.103865,.013507
0.104495,.013435
0.105133,.013400
0.105755,.013536
0.106385,.013381
0.107011,.012969
0.107641,.013524
0.108279,.013475
0.108908,.013213
0.109542,.013500
0.110164,.013348
0.110786,.012958
0.111420,.013500
0.112050,.013334
0.112688,.013282
0.113314,.013517
0.113936,.013303
0.114566,.013048
0.115188,.013487
0.115826,.013280
0.116460,.013051
0.117090,.013498
0.117719,.013226
0.118338,.013041
0.118971,.013515
0.119601,.013239
0.120235,.013132
0.120873,.013504
0.121495,.013213
0.122129,.013098
0.122755,.013516
0.123385,.013125
0.124027,.013111
0.124649,.013506
0.125279,.013371
0.125901,.013395
0.126527,.013492
0.127164,.013118
0.127794,.013250
0.128428,.013524
0.129054,.013320
0.129680,.013247
0.130235,.013280
0.130783,.013511
0.130861,.013460
0.131416,.013104
0.131495,.013125
0.132050,.013273
0.132129,.013302
0.132677,.013507
0.132755,.013486
0.133306,.013336
0.133385,.013474
0.134007,.013496
0.134641,.012965
0.135275,.013335
0.135905,.013576
0.136538,.013440
0.137160,.013494
0.137790,.013498
0.138424,.012932
0.139058,.013317
0.139696,.013514
0.140314,.013361
0.140944,.013426
0.141570,.013480
0.142200,.013178
0.142842,.013390
0.143468,.013457
0.144097,.013239
0.144723,.013517
0.145345,.013453
0.145983,.012860
0.146613,.013386
0.147251,.013450
0.147881,.012909
0.148507,.013434
0.149141,.013454
0.149763,.012923
0.150401,.013463
0.151034,.013428
0.151664,.012939
0.152298,.013481
0.152916,.013381
0.153546,.012857
0.154176,.013478
0.154810,.013359
0.155448,.012887
0.156070,.013497
0.156700,.013401
0.157330,.013188
0.157956,.013494
0.158597,.013367
0.159219,.012877
0.159849,.013485
0.160475,.013448
0.161101,.013035
0.161739,.013492
0.162365,.013329
0.162999,.012859
0.163633,.013500
0.164259,.013397
0.164893,.013383
0.165515,.013506
0.166149,.013288
0.166779,.012946
0.167408,.013500
0.168042,.013455
0.168664,.013419
0.169298,.013556
0.169928,.013363
0.170558,.013171
0.171196,.013532
0.171818,.013466
0.172452,.013357
0.173078,.013523
0.173704,.013085
0.174263,.013081
0.174811,.013054
0.174889,.013110
0.175440,.013506
0.175519,.013477
0.176066,.013279
0.176145,.013296
0.176689,.013418
0.176767,.013432
0.177325,.013531
0.177405,.013206
0.178031,.013164
0.178664,.013520
0.179298,.013261
0.179920,.013230
0.180558,.013541
0.181176,.013209
0.181814,.013194
0.182452,.013528
0.183078,.013146
0.183719,.013307
0.184338,.013523
0.184968,.013145
0.185601,.013323
0.186227,.013524
0.186865,.013039
0.187483,.013353
0.188113,.013514
0.188747,.013150
0.189373,.013382
0.190011,.013511
0.190637,.012999
0.191271,.013389
0.191905,.013545
0.192531,.013117
0.193168,.013405
0.193786,.013536
0.194416,.013013
0.195050,.013417
0.195680,.013518
0.196318,.013274
0.196936,.013517
0.197566,.013475
0.198192,.012942
0.198822,.013441
0.199464,.013512
0.200090,.013375
0.200719,.013472
0.201345,.013447
0.201968,.012856
0.202609,.013460
0.203235,.013506
0.203873,.013389
0.204503,.013502
0.205125,.013444
0.205759,.012871
0.206381,.013484
0.207019,.013443
0.207653,.013279
0.208279,.013522
0.208912,.013409
0.209531,.012800
0.210164,.013478
0.210798,.013443
0.211428,.013006
0.212074,.013501
0.212692,.013351
0.213318,.012825
0.213944,.013505
0.214570,.013337
0.215212,.013137
0.215842,.013515
0.216475,.013307
0.217109,.012920
0.217727,.013511
0.218369,.013263
0.218912,.013229
0.219467,.012995
0.219546,.013061
0.220104,.013518
0.220184,.013486
0.220725,.013263
0.220802,.013239
0.221357,.013070
0.221436,.013125
0.221977,.013513
0.222054,.013235
0.222684,.013063
0.223326,.013500
0.223952,.013300
0.224586,.013075
0.225208,.013527
0.225838,.013154
0.226471,.013126
0.227101,.013511
0.227739,.013283
0.228365,.013421
0.228995,.013506
0.229625,.013158
0.230251,.013231
0.230881,.013526
0.231507,.013399
0.232137,.013369
0.232771,.013504
0.233397,.013111
0.234031,.013238
0.234649,.013512
0.235282,.013415
0.235916,.013480
0.236546,.013485
0.237180,.013034
0.237798,.013316
0.238428,.013518
0.239062,.013296
0.239688,.013499
0.240326,.013500
0.240948,.013025
0.241578,.013419
0.242212,.013593
0.242834,.013240
0.243475,.013387
0.244097,.013462
0.244727,.012888
0.245357,.013382
0.245979,.013489
0.246617,.013142
0.247243,.013470
0.247877,.013479
0.248511,.013016
0.249133,.013450
0.249767,.013457
0.250393,.012922
0.251027,.013465
0.251664,.013446
0.252290,.012878
0.252920,.013463
0.253546,.013411
0.254176,.012889
0.254810,.013494
0.255436,.013422
0.256074,.012899
0.256700,.013495
0.257330,.013404
0.257960,.012944
0.258586,.013526
0.259219,.013431
0.259845,.013274
0.260479,.013489
0.261113,.013376
0.261743,.012904
0.262373,.013497
0.262999,.013445
0.263546,.013415
0.264101,.013205
0.264180,.013244
0.264728,.013512
0.264806,.013490
0.265364,.013333
0.265444,.013307
0.265992,.013123
0.266070,.013176
0.266621,.013548
0.266700,.013463
0.267334,.013437
0.267956,.013533
0.268594,.013322
0.269223,.013042
0.269853,.013508
0.270487,.013420
0.271109,.013444
0.271743,.013502
